name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region, sugar, ginger, garam masala, ghee, curry leaves, jaggery, urad dal,rice flour, milk, tomato,chana dal,whole wheat flour, sesame seeds, saffron, coconut, cardamom, clarified butter, mustard seeds, gram flour, potato, mustard oil,chicken, garam masala powder, tomatoes, turmeric, bay leaf, fish, chillies, rice flour, olive oil, green chilies, curd, coconut oil, cinnamon,coconut milk, chicken, lemon
Mushroom do pyaza,"mushroom, malai, garam masala, ginger, capsicum",vegetarian,10.0,30.0,spicy,main course,Punjab,North,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mushroom matar,"canned coconut milk, frozen green peas, wild mushrooms, garam masala, tomatoes",vegetarian,10.0,30.0,spicy,main course,Punjab,North,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Naan,"whole wheat flour, honey, butter, garlic",vegetarian,60.0,30.0,others,main course,Punjab,North,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navrattan korma,"green beans, potatoes, khus khus, low fat, garam masala powder",vegetarian,25.0,40.0,spicy,main course,Uttar Pradesh,North,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palak paneer,"cottage cheese, palak, cream, garam masala, butter",vegetarian,20.0,40.0,spicy,main course,Punjab,North,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer butter masala,"paneer, whipping cream, garam masala, cashew nuts, butter",vegetarian,20.0,40.0,spicy,main course,Punjab,North,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer tikka masala,"paneer, greek yogurt, tandoori masala, cream, bell pepper",vegetarian,20.0,40.0,spicy,main course,Punjab,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pani puri,"kala chana, mashed potato, boondi, sev, lemon",vegetarian,15.0,2.0,spicy,snack,Others,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Panjeeri,"whole wheat flour, musk melon seeds, poppy seeds, edible gum, semolina",vegetarian,10.0,25.0,sweet,dessert,Uttar Pradesh,North,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papad,"urad dal, sev, lemon juice, chopped tomatoes",vegetarian,5.0,5.0,spicy,snack,Others,Others,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Paratha,"wheat flour, butter, potato, coriander",vegetarian,15.0,45.0,spicy,main course,Punjab,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pattor,"arbi ke patte, sesame seeds, gur, bengal gram flour, imli",vegetarian,10.0,30.0,spicy,main course,Rajasthan,West,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pindi chana,"fennel, tea bags, tomato, kasuri methi, cinnamon",vegetarian,500.0,120.0,spicy,main course,Punjab,North,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rajma chaval,"red kidney beans, garam masala powder, ginger, tomato, mustard oil",vegetarian,15.0,90.0,spicy,main course,Others,North,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rongi,"garam masala powder, tomato, kasuri methi, cinnamon, mustard oil",vegetarian,10.0,30.0,others,main course,Punjab,North,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samosa,"potatoes, green peas, garam masala, ginger, dough",vegetarian,30.0,30.0,spicy,snack,Others,Others,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sattu ki roti,"sattu, atta, dough, filling, mustard oil",vegetarian,10.0,20.0,spicy,main course,Bihar,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shahi paneer,"cottage cheese, malai, garam masala, ginger, tomato",vegetarian,20.0,40.0,spicy,main course,Punjab,North,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shahi tukra,"rose water, milk, white bread slices, saffron, almonds",vegetarian,10.0,30.0,sweet,dessert,Telangana,South,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetable jalfrezi,"baby corn, french beans, garam masala, ginger, carrot",vegetarian,10.0,30.0,spicy,main course,Punjab,North,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tandoori Chicken,"greek yogurt, garam masala, kasuri methi, marinade, mustard oil",non vegetarian,240.0,30.0,spicy,main course,Punjab,North,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tandoori Fish Tikka,"chickpea flour, biryani masala powder, yogurt, fish fillets, green bell pepper",non vegetarian,240.0,30.0,spicy,starter,Punjab,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Attu,"whole wheat flour, arhar dal, ginger, kala jeera, green chilli",vegetarian,150.0,25.0,spicy,snack,Andhra Pradesh,South,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avial,"raw banana, elephant foot yam, long beans, tindora, urad dal",vegetarian,30.0,45.0,spicy,main course,Kerala,South,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bisi bele bath,"split pigeon peas, chana dal, urad dal, green peas, french beans",vegetarian,30.0,45.0,spicy,main course,Karnataka,South,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Currivepillai sadam ,"chana dal, urad dal, fresh coconut, sesame seeds, curry leaves",vegetarian,10.0,20.0,spicy,main course,Tamil Nadu,South,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dosa,"chana dal, urad dal, whole urad dal, blend rice, rock salt",vegetarian,360.0,90.0,spicy,snack,Others,South,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idiappam,"rice flour, hot water, grated coconut",vegetarian,120.0,30.0,spicy,snack,Tamil Nadu,South,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idli,"split urad dal, urad dal, idli rice, thick poha, rock salt",vegetarian,360.0,90.0,spicy,snack,Others,South,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanji,"carrot, yellow mustard, red chilli, black salt",vegetarian,10.0,45.0,others,snack,Kerala,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaara kozhambu,"sesame oil, drumstick, tamarind paste, sambar powder, tomato",vegetarian,10.0,30.0,spicy,main course,Tamil Nadu,South,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keerai kootu,"moong dal, chana dal, spinach, urad dal, coconut oil",vegetarian,20.0,30.0,spicy,main course,Tamil Nadu,South,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Keerai masiyal,"urad dal, curry leaves, sugar, mustard seeds, spinach",vegetarian,10.0,30.0,spicy,main course,Tamil Nadu,South,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keerai sadam,"greens, tomato, mustard seeds, fenugreek seeds",vegetarian,10.0,20.0,spicy,main course,Tamil Nadu,South,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keerai poriyal,"amaranth leaves, split urad dal, mustard seeds, grated coconut, red chili",vegetarian,20.0,30.0,spicy,main course,Tamil Nadu,South,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beef Fry,"beef, coconut, garam masala, curry leaves, green chilies, chili powder",non vegetarian,10.0,60.0,spicy,main course,Kerala,South,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kootu,"chana dal, urad dal, potato, beans, peas",vegetarian,10.0,15.0,spicy,main course,Tamil Nadu,South,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kos kootu,"moong dal, chana dal, cabbage, tamarind, curry leaves",vegetarian,10.0,20.0,spicy,main course,Tamil Nadu,South,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koshambri,"moong dal, cucumber, curry leaves, green chili, lemon juice",vegetarian,10.0,20.0,spicy,main course,Karnataka,South,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kothamali sadam,"chana dal, urad dal, gooseberry, raw rice, curry leaves",vegetarian,10.0,20.0,spicy,main course,Tamil Nadu,South,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuzhakkattai,"sesame oil, raw rice, jaggery, grated coconut",vegetarian,10.0,90.0,spicy,main course,Tamil Nadu,South,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuzhambu,"pearl onions, urad dal, drumsticks, tomato, curry leaves",vegetarian,5.0,30.0,spicy,main course,Tamil Nadu,South,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masala Dosa,"chana dal, urad dal, potatoes, idli rice, thick poha",vegetarian,360.0,90.0,spicy,snack,Others,South,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pachadi,"coconut oil, cucumber, curd, curry leaves, mustard seeds",vegetarian,10.0,25.0,others,main course,Others,South,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Paniyaram,"yogurt, ginger, curry leaves, baking soda, green chilli",vegetarian,10.0,20.0,others,main course,Tamil Nadu,South,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papadum,"lentils, black pepper, vegetable oil",vegetarian,5.0,5.0,spicy,snack,Kerala,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paravannam,"raw rice,  jaggery, milk",vegetarian,10.0,30.0,spicy,main course,Kerala,South,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Payasam,"rice, cashew nuts, milk, raisins, sugar",vegetarian,15.0,30.0,sweet,dessert,Others,South,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paruppu sadam,"arhar dal, sambar powder, tomato, curry leaves, fennel seeds",vegetarian,10.0,20.0,others,main course,Tamil Nadu,South,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pesarattu,"green moong beans, rice flour",vegetarian,120.0,20.0,spicy,snack,Andhra Pradesh,South,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Poriyal,"chana dal, urad dal, beans, coconut, mustard",vegetarian,10.0,30.0,spicy,main course,Tamil Nadu,South,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puli sadam,"urad dal, lemon, tamarind, cooked rice, curry leaves",vegetarian,10.0,20.0,others,main course,Tamil Nadu,South,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rasam,"tomato, curry leaves, garlic, mustard seeds, hot water",vegetarian,10.0,35.0,spicy,main course,Others,South,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puttu,"brown rice flour, sugar, grated coconut",vegetarian,495.0,40.0,others,main course,Kerala,South,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sambar,"pigeon peas, eggplant, drumsticks, sambar powder, tamarind",vegetarian,20.0,45.0,spicy,main course,Others,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandige,"thin rice flakes, black sesame seeds, curry leaves",vegetarian,120.0,60.0,others,main course,Karnataka,South,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sevai,"sevai, parboiled rice, steamer",vegetarian,120.0,30.0,others,main course,Others,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thayir sadam,"urad dal, curd, sesame oil, ginger, curry leaves, mustard seeds",vegetarian,10.0,20.0,others,main course,Tamil Nadu,South,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Theeyal,"coconut, whole red beans, masala, sesame oil, tamarind",vegetarian,15.0,20.0,others,main course,Kerala,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttapam,"chana dal, urad dal, thick poha, tomato, butter",vegetarian,10.0,20.0,spicy,snack,Others,South,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vada,"urad dal, ginger, curry leaves, green chilies, black pepper",vegetarian,15.0,20.0,spicy,snack,Others,South,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chicken Varuval,"meat curry powder, chicken chunks, ginger, tomato, cinnamon",non vegetarian,10.0,35.0,spicy,main course,Tamil Nadu,South,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Upma,"chana dal, urad dal, ginger, curry leaves, sugar",vegetarian,10.0,20.0,spicy,snack,Others,Others,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amti,"kala masala, arhar dal, curry leaves, mustard seeds, hot water",vegetarian,10.0,45.0,spicy,main course,Maharashtra,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zunka,"gram flour, mustard, garlic, turmeric, red chilli",vegetarian,10.0,25.0,spicy,main course,Maharashtra,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kolim Jawla,"baingan, fish, coconut oil, fresh coconut, ginger",non vegetarian,10.0,30.0,spicy,main course,Maharashtra,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Saath,"urad dal, potatoes, wheat flour, sooji",vegetarian,20.0,40.0,spicy,main course,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajri no rotlo,"wheat flour, pearl millet flour, hot water",vegetarian,10.0,10.0,spicy,main course,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coconut vadi,"condensed milk, mawa, desiccated coconut, almonds, cashews",vegetarian,20.0,30.0,sweet,dessert,Maharashtra,West,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhakri,"jowar flour, sesame seeds",vegetarian,20.0,25.0,others,main course,Maharashtra,West,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombil fry,"bombay duck, malvani masala, rice flour, bombay rava, green chilies",non vegetarian,10.0,30.0,spicy,main course,Maharashtra,West,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Chakali,"rice flour, sesame, plain flour, turmeric, red chilli",vegetarian,10.0,40.0,spicy,snack,Maharashtra,West,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chevdo,"citric acid, fry, raisins, sugar, chana daal",vegetarian,20.0,30.0,spicy,snack,Gujarat,West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chorafali,"urad dal, bengal gram flour, dried mango, baking soda, black salt",vegetarian,5.0,15.0,spicy,snack,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copra paak,"condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut",vegetarian,20.0,30.0,others,main course,Gujarat,West,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daal Dhokli,"whole wheat flour, dal, kokum, gur, bengal gram flour",vegetarian,20.0,30.0,spicy,main course,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kutchi dabeli,"pav, aloo, peanut, pomegranate, star anise",vegetarian,30.0,10.0,spicy,snack,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahi vada,"urad dal, bhuna chana, garam masala, dates, tamarind",vegetarian,30.0,30.0,others,snack,Maharashtra,West,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalithoy,"arhar dal, coconut oil, curry leaves, mustard seeds, red chilli",vegetarian,5.0,20.0,others,main course,Maharashtra,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dhokla,"rava, coconut, gram flour, mustard, sesame",vegetarian,10.0,20.0,spicy,snack,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dudhi halwa,"bottle gourd, green, raisins, sugar, clarified butter",vegetarian,15.0,30.0,sweet,dessert,Gujarat,West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gatta curry,"yogurt, besan, sauce, garam masala powder, gram flour",vegetarian,10.0,20.0,spicy,main course,Rajasthan,West,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gud papdi,"wheat flour, jaggery, clarified butter, sliced almonds",vegetarian,10.0,20.0,sweet,dessert,Gujarat,West,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghooghra,"dry fruits, semolina, all purpose flour",vegetarian,10.0,30.0,spicy,snack,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Handwo,"bottle gourd, chana dal, cabbage, urad dal, toor dal",vegetarian,20.0,30.0,spicy,snack,Gujarat,West,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halvasan,"whole wheat rava, chia seed, lemon, edible gum, litre milk",vegetarian,10.0,30.0,sweet,dessert,Gujarat,West,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jeera Aloo,"green chilies, lemon juice, chili powder, boiled potatoes",vegetarian,10.0,30.0,spicy,main course,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kansar,"wheat flour, cashews, rapeseed oil",vegetarian,10.0,40.0,others,main course,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keri no ras,"mango, sugar",vegetarian,10.0,10.0,sour,main course,Gujarat,West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khakhra,"whole wheat flour, low fat, bengal gram flour",vegetarian,20.0,40.0,spicy,snack,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khandvi,"green chili paste, white sesame seeds, gram flour, curry leaves, green chili",vegetarian,20.0,45.0,spicy,snack,Gujarat,West,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kombdi vade,"rice flour, urad dal, wheat flour, gram flour, turmeric",vegetarian,10.0,25.0,spicy,snack,Maharashtra,West,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Laapsi,"cinnamon, jaggery, clarified butter, dry roasted",vegetarian,10.0,40.0,spicy,main course,Madhya Pradesh,Central,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koshimbir,"cucumber, carrot, tomatoes, cilantro",vegetarian,10.0,10.0,spicy,main course,Maharashtra,West,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Methi na Gota,"rava, gram flour, lemon juice, turmeric, fenugreek leaves",vegetarian,15.0,30.0,bitter,main course,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Mohanthal,"rose water, pistachio, badam, bengal gram flour, saffron",vegetarian,5.0,45.0,sweet,dessert,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muthiya,"bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour",vegetarian,15.0,30.0,bitter,snack,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patra,"arbi ke patte, sesame seeds, gur, bengal gram flour, imli",vegetarian,10.0,40.0,spicy,snack,Gujarat,West,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pav Bhaji,"pav bhaji masala, gobi, potatoes, green peas, dinner rolls",vegetarian,20.0,40.0,spicy,main course,Maharashtra,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puri Bhaji,"aloo, urad dal, mustard, ginger, curry leaves",vegetarian,10.0,30.0,spicy,main course,Maharashtra,West,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabudana Khichadi,"raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili",vegetarian,70.0,30.0,spicy,snack,Maharashtra,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
